id,calories,proteins,fat,carbohydrate,name,image,Cluster,label_nutrisi,penjelasan_realistis,status_makanan,disease_risk_analysis,status,level_risiko,health_score
2046,162.0,2.0,4.0,29.0,Putu Bambu Pandan Segar,https://asset.kompas.com/crops/rExAC8gZrmUwqUGKLxV7eFTB6Mg=/3x0:700x465/1200x800/data/photo/2022/01/09/61da38f62bc23.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,77
2047,205.0,4.0,8.0,30.0,Bolu Gulung Meranti Medan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlioDW69XxNypbh488MwNH2wfGy4wIYTfp4g&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,69
2048,188.0,3.0,6.0,30.0,Kue Pancong Kelapa Betawi,https://asset.kompas.com/crops/yrkazBCweuzN6MjkDICcHy6buVM=/166x27:966x561/750x500/data/photo/2023/11/22/655da5d780085.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,73
2049,172.0,2.0,5.0,29.0,Kue Ape Merah Betawi,https://asset.kompas.com/crops/qjQ21REDCtWeywaz2F8UDFgTC58=/0x0:1000x667/1200x800/data/photo/2024/01/19/65aa531be2f5a.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,75
2051,295.0,18.0,14.0,22.0,Gulai Ikan Patin Kampar Riau,https://riau.disway.id/upload/bdb02329ffb93c418bf5fea63c5b61d0.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,58
2052,185.0,10.0,6.0,24.0,Bolu Kojo Palembang,https://img-global.cpcdn.com/recipes/495aadf55aaacc33/1200x630cq80/photo.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,75
2053,310.0,22.0,16.0,16.0,Pangek Ikan Nila Padang,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmjtsmd5EgL42DYBgDrnsAUazZIvxtMATV1g&s,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,56
2054,225.0,12.0,8.0,26.0,Laksamana Mengamuk Riau,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdSxxeoicLtqWFv6qIxImNB43hFbJhQQ6GNw&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,69
2055,270.0,16.0,12.0,22.0,Mie Sop Medan Ayam,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiOFRMcj1JcF6iy9qS1WGeqZsHYVU4AL2qoQ&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,62
2056,198.0,8.0,6.0,28.0,Kue Maksuba Palembang,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBjxYC39wMRNkf8V0D3XV9HpCCJSiZeiIF2A&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,73
2057,245.0,14.0,10.0,24.0,Pempek Lenggang Palembang,https://awsimages.detik.net.id/community/media/visual/2023/10/10/proses-pembuatan-pempek-lenggang-panggang_43.jpeg?w=650,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,66
2058,160.0,6.0,4.0,26.0,Model Ikan Palembang,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,f_auto,q_auto:best,w_640/v1630835678/qzlimwqqt7g89uiq0d1i.jpg",2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,78
2059,340.0,24.0,18.0,18.0,Rendang Telur Itik Minang,https://asset.kompas.com/crops/VHo5n_Pvv7dX5tSg2_R6oniomks=/75x50:675x450/1200x800/data/photo/2024/06/30/6681572feded7.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,51
2060,205.0,10.0,6.0,28.0,Prol Tape Jember,https://asset.kompas.com/crops/NEDJCp4BdFnpdGUe2xl-6h1GDXI=/3x0:700x465/1200x800/data/photo/2021/08/11/61131d660900a.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,72
2061,188.0,8.0,5.0,28.0,Gudeg Manggar Jogja Komplit,https://asset.kompas.com/crops/o_mhpqciiXY0sEI16blBtE4SvH0=/0x0:1000x667/1200x800/data/photo/2020/08/26/5f4611136f5a0.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,75
2062,275.0,15.0,12.0,24.0,Sego Pecel Blitar Komplit,https://asset.kompas.com/crops/R-iTzO2WSJyLAv4n-kww3nUKN0g=/0x92:1000x759/750x500/data/photo/2022/09/29/6334f987b6fa1.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,61
2063,235.0,12.0,8.0,28.0,Lontong Sayur Labu Jawa,https://asset.kompas.com/crops/MeBLwbqGDj1lMkcBE7u13kRdH24=/0x21:680x474/1200x800/data/photo/2021/10/01/61563704e8fe8.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,68
2064,290.0,17.0,14.0,22.0,Nasi Liwet Ikan Teri Solo,https://asset.kompas.com/crops/EYdFXrWqhbOvEgJ9o7pyH0U3lyo=/0x374:825x924/1200x800/data/photo/2021/02/25/603771be52521.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,58
2065,165.0,8.0,4.0,26.0,Tahu Gimbal Demak,https://asset.kompas.com/crops/-ZqVl5WJeEiYtq_W91gN2MGUx5E=/4x0:679x450/1200x800/data/photo/2023/11/04/65461da24278c.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,78
2066,305.0,20.0,15.0,22.0,Nasi Gandul Ikan Pati,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLciJ2WHjs8US6SvRjaDOi_xV78Gag5BCq2w&s,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,56
2067,248.0,14.0,10.0,24.0,Sego Boranan Lamongan Komplit,https://asset.kompas.com/crops/ylH7hoiBdQMRp2mhqvZ1tjzKozo=/0x71:850x638/1200x800/data/photo/2018/05/27/3865057848.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,65
2068,195.0,10.0,6.0,26.0,Jenang Kudus Gula Kelapa,https://cdn.linkumkm.id/uploads/library/1/2/4/0/2/12402_840x576.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,73
2069,325.0,22.0,18.0,16.0,Tengkleng Kambing Solo Komplit,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDBPvX4zj_U4_vX6nggYgMHjJcs5yf9y84aA&s,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,52
2070,212.0,11.0,7.0,26.0,Lontong Dekem Jepara,https://static.promediateknologi.id/crop/0x0:0x0/1200x0/webp/photo/p1/1036/2026/04/16/FotoJet-36-4193534295.png,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,71
2071,288.0,18.0,14.0,18.0,Tum Ikan Bumbu Bali,https://asset.kompas.com/crops/ntysa1K7gPmS725AXSbYbvZBlaE=/84x21:1000x631/750x500/data/photo/2023/10/31/65406739372d9.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,59
2072,195.0,8.0,5.0,28.0,Jaje Laklak Bali,https://asset.kompas.com/crops/qML-A1z3o0LrEWdu2WRfBffGptQ=/0x134:1000x801/1200x800/data/photo/2020/09/17/5f6340bfa9341.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2073,265.0,16.0,12.0,20.0,Srombotan Sayur Klungkung,https://asset.kompas.com/crops/sNDilV4EuLTDUgluavlLqmycIAg=/0x0:780x390/1200x800/data/photo/2015/09/28/1508352tipat-bali780x390.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,63
2074,315.0,24.0,18.0,12.0,Ayam Pelalah Bali,https://asset.kompas.com/crops/WEG8Dnn12UVE7igMowr8_lQAL6k=/0x0:1000x667/750x500/data/photo/2021/11/22/619b0ad290a3f.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,54
2075,178.0,6.0,4.0,28.0,Bubuh Sumsum Bali,https://asset.kompas.com/crops/omxUrCWoWiW-r7ZI3IB_DanvKgk=/0x0:0x0/1200x800/data/photo/2026/02/19/6996bb66f3c43.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,77
2076,225.0,12.0,8.0,24.0,Soto Banjar Habang Kalsel,https://asset.kompas.com/crops/pNhfqCPjMghXBIAIUep6A79H-fE=/0x220:1000x887/1200x800/data/photo/2020/07/21/5f1662ac1a6f9.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,70
2077,195.0,8.0,5.0,28.0,Lamang Tapai Kalteng,https://negerikami.id/wp-content/uploads/2025/12/lamang-tapai-kuliner-khas-minangkabau-yang-penuh-tradisi-1024x768.webp,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2078,268.0,16.0,12.0,22.0,Ikan Haruan Masak Habang Banjar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0GiAZnkEu429hEWmGJvhH-SahFlVhWqaCjQ&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,62
2079,240.0,14.0,10.0,22.0,Juhu Umbut Kalbar,"https://cdn1-production-images-kly.akamaized.net/_9C0CGvnxbe4RHmYjlPH6BVgaJQ=/0x0:0x0/1280x720/filters:quality(75):strip_icc():watermark(kly-media-production/assets/images/watermarks/liputan6/watermark-gray-landscape-new.png,1180,20,0)/kly-media-production/medias/2860374/original/063107800_1563790615-juhu.jpg",2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,66
2080,185.0,6.0,4.0,30.0,Amplang Ikan Tenggiri Samarinda,https://akurat.sgp1.cdn.digitaloceanspaces.com/images/kaltim/2023/09/17/17-Sep-2023-Akurat-Kaltim-Kerupuk-Amplang-659298150.png,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,76
2081,255.0,16.0,10.0,22.0,Milu Siram Gorontalo,https://img-global.cpcdn.com/recipes/0b286bd59f819d2d/400x400cq80/photo.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,66
2082,295.0,20.0,14.0,18.0,Ikan Roa Rica Manado,https://asset.kompas.com/crops/9AsiSBex_YhcWWHA2yG2IJa-y9U=/0x0:1000x667/1200x800/data/photo/2023/09/29/6516ae21e33b7.jpeg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,59
2083,230.0,12.0,8.0,24.0,Sup Ikan Kuah Asam Manado,"https://cdn.yummy.co.id/content-images/images/20210807/t9CTbVshF0HcbvQGSTqyQS3KpJGf3SKM-31363238333535343534d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,69
2084,210.0,10.0,6.0,26.0,Binte Biluhuta Gorontalo,https://img-global.cpcdn.com/recipes/88256591462e45bc/200x200cq80/binte-biluhuta-khas-gorontalo-foto-resep-utama.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,73
2085,275.0,18.0,12.0,20.0,Pallumara Ikan Makassar,https://assets.unileversolutions.com/recipes-v2/258138.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,62
2086,395.0,10.0,18.0,50.0,Kue Rangin Sunda,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQQW3MpLy8aUj58bJjIpIIKALAm4ReTDeQpQ&s,0,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,38
2087,165.0,3.0,4.0,30.0,Es Pisang Ijo Santan Makassar,https://www.dapurkobe.co.id/wp-content/uploads/es-pisang-ijo-khas-makassar.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,77
2088,148.0,2.0,3.0,28.0,Cendol Gula Merah Dawet Ireng,https://rricoid-assets.obs.ap-southeast-4.myhuaweicloud.com/berita/Bengkulu/o/1754750157352-WhatsApp_Image_2025-08-09_at_21.30.39/wy8nfl7ugsdhc3z.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,80
2090,205.0,5.0,8.0,30.0,Kue Sapik Minang,https://img-global.cpcdn.com/recipes/6278caaf9e1c88dc/400x400cq80/photo.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,69
2091,180.0,4.0,5.0,30.0,Nasi Uduk Betawi,https://i0.wp.com/resepkoki.id/wp-content/uploads/2016/10/Resep-Nasi-Uduk-Betawi.jpg?fit=1440%2C1920&ssl=1,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2092,210.0,6.0,8.0,28.0,Nasi Goreng Kampung,https://asset.kompas.com/crops/VMupLYa-zBYTf5h5GnEjMW6-Nxg=/0x0:1000x667/1200x800/data/photo/2020/11/22/5fba747cef43d.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,69
2093,225.0,8.5,9.0,27.0,Nasi Goreng Seafood,https://i0.wp.com/resepkoki.id/wp-content/uploads/2016/10/Resep-Nasgor-Seafood.jpg?fit=1536%2C1920&ssl=1,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,67
2094,220.0,7.0,8.5,28.5,Nasi Goreng Teri Medan,https://www.dapurkobe.co.id/wp-content/uploads/nasi-goreng-teri.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,68
2095,230.0,9.0,9.5,26.0,Nasi Goreng Babat,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d0d4e95d-d070-4a4f-bad9-26c553b0d6d5_Go-Biz_20210320_181313.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,66
2096,195.0,10.0,6.0,25.0,Nasi Bakar Ayam Kemangi,https://asset.kompas.com/crops/kk4eRclQ7RywGHYrETn57ORD0j0=/77x30:957x616/1200x800/data/photo/2023/09/08/64faa2f02b887.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2097,188.0,11.0,5.5,24.0,Nasi Bakar Ikan Tongkol,https://asset.kompas.com/crops/7MsDDRbOplWw8OL60F9SOovJV5k=/0x305:751x806/1200x800/data/photo/2024/05/06/663839a9d20a3.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,75
2098,170.0,3.5,3.0,33.0,Nasi Timbel Sunda,https://upload.wikimedia.org/wikipedia/id/5/59/Nasi-sunda.jpg?utm_source=id.wikipedia.org&utm_campaign=index&utm_content=original,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,77
2099,190.0,5.5,5.0,30.0,Nasi Megono Pekalongan,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/886171b5-ff3c-4803-b997-95ced9cf51ed_Go-Biz_20211004_173018.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2100,240.0,12.0,10.0,25.0,Nasi Bebek Madura,https://asset.kompas.com/crops/1RS6scihTS2mFmQGI2ZDMsq4rfg=/21x0:989x645/1200x800/data/photo/2023/02/23/63f6e1fa4a0fa.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,66
2101,210.0,10.0,6.0,27.0,Nasi Cumi Hitam,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/06126bab-0667-4588-9f0d-4071c49e008e_Go-Biz_20210729_133905.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,72
2102,250.0,10.5,11.0,26.0,Nasi Kapau Padang,https://asset.kompas.com/crops/CHJoFQa1gAG3u2bYVXEliM_R9Mg=/120x88:920x622/750x500/data/photo/2020/09/25/5f6d572a3c1f9.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,63
2103,320.0,14.0,16.0,28.0,Nasi Padang Rendang Komplit,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/c58094fa-e31e-482b-acf6-11fa54373f0f_Go-Biz_20201011_125211.jpeg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,52
2104,235.0,8.0,9.0,30.0,Nasi Kebuli Arab,https://asset.kompas.com/crops/dfhW2iccP6es-kt9Z_-oVjD5EfQ=/0x32:740x525/1200x800/data/photo/2020/01/29/5e318a767ddea.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,66
2105,240.0,9.0,9.5,29.0,Nasi Briyani Aceh,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/974037a6-0d69-406c-8a17-86348e59f2f0_Go-Biz_20200707_132546.jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,65
2106,260.0,11.0,12.0,27.0,Nasi Ampera Padang,https://asset.kompas.com/crops/CTJ57QnuB5gBf5uzlgnCGMJtLJk=/0x0:0x0/1200x800/data/photo/2016/10/08/1934285IMG-4020p.JPG,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,61
2107,165.0,5.0,6.0,23.0,Lontong Sayur Padang,https://upload.wikimedia.org/wikipedia/commons/e/e1/Lontong_sayur_without_spoon.JPG,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,76
2108,280.0,10.0,12.0,32.0,Mie Aceh Goreng,https://asset.kompas.com/crops/N4mU3wAYoq451W0gb6izP-kmePI=/0x0:968x645/1200x800/data/photo/2021/01/27/6010ce2cc1805.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,58
2109,450.0,6.0,22.0,58.0,Mie Lidi Goreng,"https://cdn.yummy.co.id/content-images/images/20220801/bCobYr01qKGIuVosknMVZVqtKE92VQh8-31363539333635323631d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",0,Lemak Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,Perlemakan Hati (Fatty Liver),Sedang,Perhatian,27
2110,230.0,8.0,8.0,30.0,Mie Bangka Belitung,https://awsimages.detik.net.id/api/wm/2018/07/11/6561988e-34fb-400a-b780-2e9b7106eff1_169.jpeg?wid=54&w=1200&v=1&t=jpeg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,68
2111,215.0,7.5,7.0,29.0,Mie Pangsit Pontianak,https://awsimages.detik.net.id/community/media/visual/2024/01/17/bakmi-kepiting-khas-pontianak-3_43.jpeg?w=600&q=90,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,70
2112,190.0,5.0,5.0,31.0,Mie Jawa Godong,https://asset.kompas.com/crops/2XkeTGhbgZazB1_2x9--9WW3kh0=/74x23:952x609/1200x800/data/photo/2021/05/21/60a732315e52e.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2113,110.0,8.0,5.0,8.5,Bakso Urat Malang,https://image.idn.media/post/20230512/img-20230512-182217-7bd7ac443e04708d35ae4eae152b9ce8.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,84
2114,145.0,4.0,4.5,22.0,Bakso Aci Garut,https://awsimages.detik.net.id/community/media/visual/2023/05/13/baso-aci-1.jpeg?w=554,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,79
2115,120.0,7.5,5.5,10.0,Bakso Mercon Pedas,https://i0.wp.com/resepkoki.id/wp-content/uploads/2020/10/Resep-Bakso-Mercon.jpg?fit=1079%2C1207&ssl=1,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,83
2116,180.0,9.0,10.0,12.0,Bakso Goreng Bandung,https://awsimages.detik.net.id/community/media/visual/2023/05/07/baso-goreng-anugerah-di-gor-pajajaran-kota-bandung-1_169.jpeg?w=1200,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,72
2117,130.0,7.0,5.0,14.0,Bakso Tahu Ungaran,https://radarbanyumas.disway.id/upload/large/13dc0d8d534b20ff57391787187c61e4.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,82
2118,145.0,5.0,5.5,19.0,Soto Lenthok Trenggalek,https://asset.kompas.com/crops/BGD-2pcANnEgvhBY58QC55jalow=/76x6:1130x708/1200x1200/data/photo/2021/11/20/61986e5033068.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,79
2119,130.0,6.5,5.0,14.0,Soto Bangkong Semarang,https://image.idntimes.com/post/20250611/upload_e102e6b029804068f23623ee4daae3f8.JPG,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,82
2120,140.0,7.0,5.5,14.5,Soto Sasak Lombok,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvBDfUF5ZdjDC7ZSJErdo0V-e8Eyq7f_xgTQ&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,80
2121,155.0,8.0,6.0,16.0,Soto Medan Bihun,https://img-global.cpcdn.com/recipes/d2ced9781df3dfda/200x200f0.5_0.5_1.0q80/soto-medan-foto-resep-utama.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,78
2122,125.0,9.0,5.0,10.0,Soto Ceker Ayam,https://www.dapurkobe.co.id/wp-content/uploads/soto-ceker-ayam.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,83
2123,165.0,12.0,8.5,10.0,Sop Kambing Betawi Rempah,https://asset.kompas.com/crops/4BopB2so0iCh5Dj_6QkB41md3B0=/3x0:700x465/750x500/data/photo/2021/01/15/6000de7b45e69.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,76
2124,120.0,6.0,3.5,18.0,Sup Brenebon Kacang Merah,"https://cdn.yummy.co.id/content-images/images/20210428/9e1X7szaDBSKBEeA7Ts08OEx41HdJJWy-31363139363138353930d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,83
2125,135.0,8.5,5.0,13.0,Sup Timlo Solo Komplit,https://asset.kompas.com/crops/ODsjJuTgn2ekHVp1PjvKkQCRzng=/0x0:698x465/1200x1200/data/photo/2021/03/24/605b557b8ea58.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,82
